materialSampleID_bee,samplingLocationID,decimalLatitude,decimalLongitude,samplingProtocol,TypeofInteraction,SamplingTime,EventTime,Day,Month,Year,Kingdom_bee,Phylum_bee,Class_bee,Order_bee,Family_bee,Genus_bee,Subgenus_bee,SpecificEpithet _bee,scientificNameAuthorship_bee,scientificNameAuthorshipYear_bee,scientificName_bee,materialSampleID_plant,Kingdom_plant,Phylum_plant,Class_plant,Order_plant,Family_plant,Genus_plant,SpecificEpithet _plant,scientificNameAuthorship_plant,scientificNameAuthorshipYear_plant,scientificName_plant
CN-1215,CN08,-6.215823,-50.317763,Active_net_collecting,visiting,1,11amUTC,19,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Partamona,,vicina,Camargo,1980,Partamona vicina Camargo 1980,pp318,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,ocymifolia,(Roem. & Schult.) Bacigalupo & E.L.Cabral,,Borreria ocymifolia (Roem. & Schult.) Bacigalupo & E.L.Cabral
CN-25,CN09,-6.244426,-50.315309,Active_net_collecting,visiting,1,11amUTC,29,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Partamona,,vicina,Camargo,1980,Partamona vicina Camargo 1980,pp54,Plantae,Magnoliophyta,Embryopsida,,Melastomataceae,Aciotis,acuminifolia,(Mart. ex DC.) Triana,,Aciotis acuminifolia (Mart. ex DC.) Triana
CN-70,CN09,-6.244426,-50.315309,Active_net_collecting,visiting,1,12amUTC,29,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Partamona,,vicina,Camargo,1980,Partamona vicina Camargo 1980,pp62,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-1621,CN09,-6.244426,-50.315309,Active_net_collecting,visiting,1,12amUTC,22,8,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Partamona,,vicina,Camargo,1980,Partamona vicina Camargo 1980,UCR94,Plantae,Magnoliophyta,Embryopsida,,Lamiaceae,Marsypianthes,chamaedrys,(Vahl) Kuntze,,Marsypianthes chamaedrys (Vahl) Kuntze
CN-1622,CN09,-6.244426,-50.315309,Active_net_collecting,visiting,1,12amUTC,22,8,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Partamona,,vicina,Camargo,1980,Partamona vicina Camargo 1980,UCR94,Plantae,Magnoliophyta,Embryopsida,,Lamiaceae,Marsypianthes,chamaedrys,(Vahl) Kuntze,,Marsypianthes chamaedrys (Vahl) Kuntze
CN-1496,CN09,-6.244426,-50.315309,Active_net_collecting,visiting,1,12amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Partamona,,vicina,Camargo,1980,Partamona vicina Camargo 1980,pp269,Plantae,Magnoliophyta,Embryopsida,,Verbenaceae,Mesosphaerum,pectinatum,(L.) Kuntze,,Mesosphaerum pectinatum (L.) Kuntze
CN-29,CN09,-6.244426,-50.315309,Active_net_collecting,visiting,1,11amUTC,29,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Partamona,,vicina,Camargo,1980,Partamona vicina Camargo 1980,pp56,Plantae,Magnoliophyta,Embryopsida,,Lamiaceae,Mesosphaerum,suaveolens,(L.) Kuntze,,Mesosphaerum suaveolens (L.) Kuntze
CN-30,CN09,-6.244426,-50.315309,Active_net_collecting,visiting,1,11amUTC,29,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Partamona,,vicina,Camargo,1980,Partamona vicina Camargo 1980,pp56,Plantae,Magnoliophyta,Embryopsida,,Lamiaceae,Mesosphaerum,suaveolens,(L.) Kuntze,,Mesosphaerum suaveolens (L.) Kuntze
CN-24,CN09,-6.244426,-50.315309,Active_net_collecting,visiting,1,11amUTC,29,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Partamona,,vicina,Camargo,1980,Partamona vicina Camargo 1980,pp52,Plantae,Magnoliophyta,Embryopsida,,Oxalidaceae,Oxalis,barrelieri,L.,,Oxalis barrelieri L.
CN-1623,CN09,-6.244426,-50.315309,Active_net_collecting,visiting,1,12amUTC,22,8,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Plebeia,,fraterna,Laroca & Rodriguez-Parilli,2009,Plebeia fraterna Laroca & Rodriguez-Parilli 2009,UCR94,Plantae,Magnoliophyta,Embryopsida,,Lamiaceae,Marsypianthes,chamaedrys,(Vahl) Kuntze,,Marsypianthes chamaedrys (Vahl) Kuntze
CN-275,CN03,-6.148752,-50.42119,Active_net_collecting,visiting,1,11amUTC,25,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Plebeia,,goeldiana,Friese,1900,Plebeia goeldiana Friese 1900,pp29,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,ocymifolia,(Roem. & Schult.) Bacigalupo & E.L.Cabral,,Borreria ocymifolia (Roem. & Schult.) Bacigalupo & E.L.Cabral
CN-348,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,12amUTC,27,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ptilotrigona,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,pp12,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,ocymifolia,(Roem. & Schult.) Bacigalupo & E.L.Cabral,,Borreria ocymifolia (Roem. & Schult.) Bacigalupo & E.L.Cabral
CN-357,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,12amUTC,27,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ptilotrigona,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,pp14,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,ocymifolia,(Roem. & Schult.) Bacigalupo & E.L.Cabral,,Borreria ocymifolia (Roem. & Schult.) Bacigalupo & E.L.Cabral
CN-113,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,11amUTC,27,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ptilotrigona,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,pp10,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-102,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,11amUTC,27,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ptilotrigona,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,pp3,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Mimosa,debilis,Humb. & Bonpl. ex Willd.,,Mimosa debilis Humb. & Bonpl. ex Willd.
CN-352,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,12amUTC,27,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ptilotrigona,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,pp15,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Mimosa,debilis,Humb. & Bonpl. ex Willd.,,Mimosa debilis Humb. & Bonpl. ex Willd.
CN-1614,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,12amUTC,15,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ptilotrigona,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,pp232,Plantae,Magnoliophyta,Embryopsida,,Malvaceae,Sida,tuberculata,R.E.Fr.,,Sida tuberculata R.E.Fr.
CN-1178,CN05,-6.137579,-50.452847,Active_net_collecting,visiting,1,11amUTC,15,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ptilotrigona,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,pp224,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Mimosa,pudica var. hispida,Brenan,,Mimosa pudica var. hispida Brenan
CN-208,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,11amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ptilotrigona,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,pp80,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,ocymifolia,(Roem. & Schult.) Bacigalupo & E.L.Cabral,,Borreria ocymifolia (Roem. & Schult.) Bacigalupo & E.L.Cabral
CN-1128,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,11amUTC,13,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ptilotrigona,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,pp193,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Mimosa,pudica var. hispida,Brenan,,Mimosa pudica var. hispida Brenan
CN-1129,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,11amUTC,13,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ptilotrigona,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,pp193,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Mimosa,pudica var. hispida,Brenan,,Mimosa pudica var. hispida Brenan
CN-1130,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,11amUTC,13,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ptilotrigona,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,pp193,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Mimosa,pudica var. hispida,Brenan,,Mimosa pudica var. hispida Brenan
CN-147,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,12amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ptilotrigona,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,pp67,Plantae,Magnoliophyta,Embryopsida,,Melastomataceae,Pterolepis,trichotoma,(Rottb.) Cogn.,,Pterolepis trichotoma (Rottb.) Cogn.
CN-1410,CN07,-6.20235,-50.343878,Active_net_collecting,visiting,1,11amUTC,19,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ptilotrigona,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,pp302,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,semiamplexicaule,E.L.Cabral,,Borreria semiamplexicaule E.L.Cabral
CN-1447,CN07,-6.20235,-50.343878,Active_net_collecting,visiting,1,12amUTC,19,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ptilotrigona,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,pp311,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,semiamplexicaule,E.L.Cabral,,Borreria semiamplexicaule E.L.Cabral
CN-1239,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,11amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ptilotrigona,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,pp298b,Plantae,Magnoliophyta,Embryopsida,,Euphorbiaceae,Manihot,tristis,Müll.Arg.,,Manihot tristis Müll.Arg.
CN-1240,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,11amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ptilotrigona,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,pp298b,Plantae,Magnoliophyta,Embryopsida,,Euphorbiaceae,Manihot,tristis,Müll.Arg.,,Manihot tristis Müll.Arg.
CN-1348,CN11,-6.14236,-50.174049,Active_net_collecting,visiting,1,12amUTC,16,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Ptilotrigona,,lurida,Smith,1854,Ptilotrigona lurida Smith 1854,pp285,Plantae,Magnoliophyta,Embryopsida,,Asteraceae,Elephantopus,cf. mollis,,,Elephantopus cf. mollis 
CN-427,CN13,-6.184134,-50.142686,Active_net_collecting,visiting,1,11amUTC,4,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Scaptotrigona,,nigrohirta,Nogueira & Santos-Silva,2022,Scaptotrigona nigrohirta Nogueira & Santos-Silva 2022,pp145,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Mimosa,acutistipula,(Mart.) Benth.,,Mimosa acutistipula (Mart.) Benth.
CN-428,CN13,-6.184134,-50.142686,Active_net_collecting,visiting,1,11amUTC,4,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Scaptotrigona,,nigrohirta,Nogueira & Santos-Silva,2022,Scaptotrigona nigrohirta Nogueira & Santos-Silva 2022,pp145,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Mimosa,acutistipula,(Mart.) Benth.,,Mimosa acutistipula (Mart.) Benth.
CN-429,CN13,-6.184134,-50.142686,Active_net_collecting,visiting,1,11amUTC,4,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Scaptotrigona,,nigrohirta,Nogueira & Santos-Silva,2022,Scaptotrigona nigrohirta Nogueira & Santos-Silva 2022,pp145,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Mimosa,acutistipula,(Mart.) Benth.,,Mimosa acutistipula (Mart.) Benth.
CN-515,CN14,-6.186415,-50.129326,Active_net_collecting,visiting,1,12amUTC,4,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Scaptotrigona,,nigrohirta,Nogueira & Santos-Silva,2022,Scaptotrigona nigrohirta Nogueira & Santos-Silva 2022,pp153,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Mimosa,acutistipula,(Mart.) Benth.,,Mimosa acutistipula (Mart.) Benth.
CN-1248,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,11amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Scaptotrigona,,polysticta,Moure,1950,Scaptotrigona polysticta Moure 1950,pp298b,Plantae,Magnoliophyta,Embryopsida,,Euphorbiaceae,Manihot,tristis,Müll.Arg.,,Manihot tristis Müll.Arg.
CN-430,CN13,-6.184134,-50.142686,Active_net_collecting,visiting,1,11amUTC,4,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Scaptotrigona,,polysticta,Moure,1950,Scaptotrigona polysticta Moure 1950,pp145,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Mimosa,acutistipula,(Mart.) Benth.,,Mimosa acutistipula (Mart.) Benth.
CN-431,CN13,-6.184134,-50.142686,Active_net_collecting,visiting,1,11amUTC,4,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Scaptotrigona,,polysticta,Moure,1950,Scaptotrigona polysticta Moure 1950,pp145,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Mimosa,acutistipula,(Mart.) Benth.,,Mimosa acutistipula (Mart.) Benth.
CN-432,CN13,-6.184134,-50.142686,Active_net_collecting,visiting,1,11amUTC,4,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Scaptotrigona,,polysticta,Moure,1950,Scaptotrigona polysticta Moure 1950,pp145,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Mimosa,acutistipula,(Mart.) Benth.,,Mimosa acutistipula (Mart.) Benth.
CN-485,CN13,-6.184134,-50.142686,Active_net_collecting,visiting,1,12amUTC,4,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Scaptotrigona,,polysticta,Moure,1950,Scaptotrigona polysticta Moure 1950,pp137,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Mimosa,acutistipula,(Mart.) Benth.,,Mimosa acutistipula (Mart.) Benth.
CN-514,CN14,-6.186415,-50.129326,Active_net_collecting,visiting,1,12amUTC,4,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Scaptotrigona,,postica,Latreille,1807,Scaptotrigona postica Latreille 1807,pp153,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Mimosa,acutistipula,(Mart.) Benth.,,Mimosa acutistipula (Mart.) Benth.
CN-1592,CN01,-6.175786,-50.409092,Active_net_collecting,visiting,1,11amUTC,11,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp167,Plantae,Magnoliophyta,Embryopsida,,Malvaceae,Sida,tuberculata,R.E.Fr.,,Sida tuberculata R.E.Fr.
CN-1583,CN03,-6.148752,-50.42119,Active_net_collecting,visiting,1,11amUTC,11,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp163,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,ocymifolia,(Roem. & Schult.) Bacigalupo & E.L.Cabral,,Borreria ocymifolia (Roem. & Schult.) Bacigalupo & E.L.Cabral
CN-1325,CN03,-6.148752,-50.42119,Active_net_collecting,visiting,1,12amUTC,11,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp161,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,ocymifolia,(Roem. & Schult.) Bacigalupo & E.L.Cabral,,Borreria ocymifolia (Roem. & Schult.) Bacigalupo & E.L.Cabral
CN-271,CN03,-6.148752,-50.42119,Active_net_collecting,visiting,1,11amUTC,25,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp31,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-1322,CN03,-6.148752,-50.42119,Active_net_collecting,visiting,1,12amUTC,11,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp162,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-1566,CN03,-6.148752,-50.42119,Active_net_collecting,visiting,1,11amUTC,11,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp164,Plantae,Magnoliophyta,Embryopsida,,Asteraceae,Elephantopus,mollis,Kunth,,Elephantopus mollis Kunth
CN-267,CN03,-6.148752,-50.42119,Active_net_collecting,visiting,1,11amUTC,25,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp30,Plantae,Magnoliophyta,Embryopsida,,Poaceae,Urochloa,decumbens,(Stapf) R.D.Webster,,Urochloa decumbens (Stapf) R.D.Webster
CN-115,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,11amUTC,27,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp2,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,ocymifolia,(Roem. & Schult.) Bacigalupo & E.L.Cabral,,Borreria ocymifolia (Roem. & Schult.) Bacigalupo & E.L.Cabral
CN-349,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,12amUTC,27,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp13,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-350,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,12amUTC,27,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp13,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-108,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,11amUTC,27,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp8,Plantae,Magnoliophyta,Embryopsida,,Poaceae,Cenchrus,polystachios,(L.) Morrone,,Cenchrus polystachios (L.) Morrone
CN-109,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,11amUTC,27,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp8,Plantae,Magnoliophyta,Embryopsida,,Poaceae,Cenchrus,polystachios,(L.) Morrone,,Cenchrus polystachios (L.) Morrone
CN-110,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,11amUTC,27,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp8,Plantae,Magnoliophyta,Embryopsida,,Poaceae,Cenchrus,polystachios,(L.) Morrone,,Cenchrus polystachios (L.) Morrone
CN-1265,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,11amUTC,15,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp211,Plantae,Magnoliophyta,Embryopsida,,Euphorbiaceae,Croton,hadriani,Baill.,,Croton hadriani Baill.
CN-1271,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,11amUTC,15,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp214,Plantae,Magnoliophyta,Embryopsida,,Euphorbiaceae,Croton,sp.,,,Croton sp. 
CN-1272,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,11amUTC,15,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp214,Plantae,Magnoliophyta,Embryopsida,,Euphorbiaceae,Croton,sp.,,,Croton sp. 
CN-1273,CN04,-6.145874,-50.439977,Active_net_collecting,visiting,1,11amUTC,15,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp214,Plantae,Magnoliophyta,Embryopsida,,Euphorbiaceae,Croton,sp.,,,Croton sp. 
CN-382,CN05,-6.137579,-50.452847,Active_net_collecting,visiting,1,12amUTC,25,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp36,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,ocymifolia,(Roem. & Schult.) Bacigalupo & E.L.Cabral,,Borreria ocymifolia (Roem. & Schult.) Bacigalupo & E.L.Cabral
CN-1358,CN05,-6.137579,-50.452847,Active_net_collecting,visiting,1,12amUTC,15,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp236,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-1147,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,11amUTC,13,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp188,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,ocymifolia,(Roem. & Schult.) Bacigalupo & E.L.Cabral,,Borreria ocymifolia (Roem. & Schult.) Bacigalupo & E.L.Cabral
CN-1134,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,11amUTC,13,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp191,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-192,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,11amUTC,26,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp20,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,semiamplexicaule,E.L.Cabral,,Borreria semiamplexicaule E.L.Cabral
CN-1153,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,12amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp287,Plantae,Magnoliophyta,Embryopsida,,Euphorbiaceae,Manihot,tristis,Müll.Arg.,,Manihot tristis Müll.Arg.
CN-1260,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,11amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp296,Plantae,Magnoliophyta,Embryopsida,,Asteraceae,Riencourtia,pedunculosa,(Rich.) Pruski,,Riencourtia pedunculosa (Rich.) Pruski
CN-1252,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,11amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp293,Plantae,Magnoliophyta,Embryopsida,,Sapindaceae,Serjania,confertiflora,Radlk.,,Serjania confertiflora Radlk.
CN-1207,CN14,-6.186415,-50.129326,Active_net_collecting,visiting,1,12amUTC,14,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp195,Plantae,Magnoliophyta,Embryopsida,,Asteraceae,Lepidaploa,arenaria,(Mart. ex DC.) H.Rob.,,Lepidaploa arenaria (Mart. ex DC.) H.Rob.
CN-1209,CN14,-6.186415,-50.129326,Active_net_collecting,visiting,1,12amUTC,14,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp195,Plantae,Magnoliophyta,Embryopsida,,Asteraceae,Lepidaploa,arenaria,(Mart. ex DC.) H.Rob.,,Lepidaploa arenaria (Mart. ex DC.) H.Rob.
CN-1210,CN14,-6.186415,-50.129326,Active_net_collecting,visiting,1,12amUTC,14,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp195,Plantae,Magnoliophyta,Embryopsida,,Asteraceae,Lepidaploa,arenaria,(Mart. ex DC.) H.Rob.,,Lepidaploa arenaria (Mart. ex DC.) H.Rob.
CN-1211,CN14,-6.186415,-50.129326,Active_net_collecting,visiting,1,12amUTC,14,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp195,Plantae,Magnoliophyta,Embryopsida,,Asteraceae,Lepidaploa,arenaria,(Mart. ex DC.) H.Rob.,,Lepidaploa arenaria (Mart. ex DC.) H.Rob.
CN-1212,CN14,-6.186415,-50.129326,Active_net_collecting,visiting,1,12amUTC,14,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Tetragona,,clavipes,Fabricius,1804,Tetragona clavipes Fabricius 1804,pp195,Plantae,Magnoliophyta,Embryopsida,,Asteraceae,Lepidaploa,arenaria,(Mart. ex DC.) H.Rob.,,Lepidaploa arenaria (Mart. ex DC.) H.Rob.
